"","reviews_per_month","availability_30","price","id","place"
"6125",0.03,0,51,20645238,"Brussels"
"6126",0.19,0,50,20645253,"Brussels"
"6127",2.74,29,72,20647319,"Brussels"
"6128",0.13,0,100,20673816,"Brussels"
"6129",0.48,0,80,20675918,"Brussels"
"6130",0.86,28,115,20678823,"Brussels"
"6131",2.59,22,80,20684344,"Brussels"
"6132",0.06,0,30,20689642,"Brussels"
"6133",3.63,30,30,20695404,"Brussels"
"6134",0.96,29,89,20699064,"Brussels"
"6135",0.04,0,25,20705101,"Brussels"
"6136",0.16,0,40,20705947,"Brussels"
"6137",1.25,30,45,20709873,"Brussels"
"6138",0.2,0,38,20720208,"Brussels"
"6139",0.19,0,30,20724467,"Brussels"
"6140",0.19,0,25,20728204,"Brussels"
"6141",1.07,0,65,20738160,"Brussels"
"6142",2.82,29,80,20741065,"Brussels"
"6143",3.27,30,55,20746433,"Brussels"
"6144",0.04,0,43,20754556,"Brussels"
"6145",1.94,28,57,20756198,"Brussels"
"6146",0.97,27,34,20756680,"Brussels"
"6147",0.26,29,43,20757013,"Brussels"
"6148",0.26,0,65,20760682,"Brussels"
"6149",5.48,30,55,20768297,"Brussels"
"6150",0.38,28,79,20770525,"Brussels"
"6151",2.81,29,60,20776332,"Brussels"
"6152",2.05,30,72,20776470,"Brussels"
"6153",1.83,24,80,20778388,"Brussels"
"6154",0.63,29,180,20778544,"Brussels"
"6155",0.03,0,25,20781774,"Brussels"
"6156",0.3,28,80,20785049,"Brussels"
"6157",1.02,0,20,20785102,"Brussels"
"6158",3.4,30,115,20799261,"Brussels"
"6159",3.48,30,115,20799399,"Brussels"
"6160",0.57,0,79,20800146,"Brussels"
"6161",0.2,22,220,20808288,"Brussels"
"6162",NA,0,30,20808979,"Brussels"
"6163",0.03,0,60,20822982,"Brussels"
"6164",6.11,0,55,20829837,"Brussels"
"6165",0.03,0,30,20840264,"Brussels"
"6166",1.3,0,85,20845083,"Brussels"
"6167",4.81,30,70,20872805,"Brussels"
"6168",0.03,30,95,20876357,"Brussels"
"6169",1.7,29,47,20879068,"Brussels"
"6170",NA,0,45,20881103,"Brussels"
"6171",1.06,0,55,20883158,"Brussels"
"6172",2.11,0,26,20884377,"Brussels"
"6173",0.45,0,60,20893067,"Brussels"
"6174",0.26,29,70,20899434,"Brussels"
"6175",0.79,0,45,20903023,"Brussels"
"6176",5.4,29,100,20907575,"Brussels"
"6177",1.87,0,28,20911461,"Brussels"
"6178",0.98,0,45,20911949,"Brussels"
"6179",NA,0,35,20916231,"Brussels"
"6180",0.73,0,50,20923032,"Brussels"
"6181",1.15,23,160,20924348,"Brussels"
"6182",0.19,0,27,20928044,"Brussels"
"6183",0.59,29,43,20939233,"Brussels"
"6184",0.81,15,129,20939590,"Brussels"
"6185",0.14,0,140,20945267,"Brussels"
"6186",0.07,0,110,20951321,"Brussels"
"6187",2.69,30,130,20951937,"Brussels"
"6188",NA,0,80,20954422,"Brussels"
"6189",1.29,26,240,20975591,"Brussels"
"6190",0.07,0,16,20979555,"Brussels"
"6191",0.07,0,65,20993799,"Brussels"
"6192",0.29,0,30,20995014,"Brussels"
"6193",0.85,0,61,21005477,"Brussels"
"6194",0.58,0,45,21016378,"Brussels"
"6195",0.1,0,35,21017047,"Brussels"
"6196",0.13,0,65,21020158,"Brussels"
"6197",2.03,29,45,21031751,"Brussels"
"6198",0.13,0,21,21034157,"Brussels"
"6199",NA,0,43,21038484,"Brussels"
"6200",0.16,0,35,21042510,"Brussels"
"6201",2.81,29,65,21048176,"Brussels"
"6202",8.2,28,69,21051887,"Brussels"
"6203",7.97,27,69,21052562,"Brussels"
"6204",7.08,28,69,21052756,"Brussels"
"6205",0.32,18,40,21053927,"Brussels"
"6206",3.05,21,60,21059247,"Brussels"
"6207",8.76,0,79,21060381,"Brussels"
"6208",0.91,0,56,21066709,"Brussels"
"6209",0.8,0,35,21073208,"Brussels"
"6210",7.56,0,24,21078527,"Brussels"
"6211",NA,0,50,21079464,"Brussels"
"6212",4.18,29,61,21084483,"Brussels"
"6213",1.23,29,65,21084534,"Brussels"
"6214",NA,0,35,21091981,"Brussels"
"6215",0.1,0,24,21092076,"Brussels"
"6216",2.08,0,95,21094718,"Brussels"
"6217",3.22,23,50,21095272,"Brussels"
"6218",0.13,0,59,21110711,"Brussels"
"6219",1.43,0,50,21115302,"Brussels"
"6220",1.46,30,130,21119006,"Brussels"
"6221",3.83,14,34,21120247,"Brussels"
"6222",0.8,0,60,21120592,"Brussels"
"6223",0.3,30,60,21123190,"Brussels"
"6224",0.38,0,55,21123978,"Brussels"
"6225",1.11,29,100,21131976,"Brussels"
"6226",1.3,30,145,21133903,"Brussels"
"6227",2.05,0,110,21139410,"Brussels"
"6228",0.35,30,95,21143904,"Brussels"
"6229",0.2,0,45,21158593,"Brussels"
"6230",1.66,14,45,21165589,"Brussels"
"6231",8.27,0,50,21172881,"Brussels"
"6232",0.88,0,55,21174134,"Brussels"
"6233",NA,23,198,21174966,"Brussels"
"6234",4.7,4,120,21179743,"Brussels"
"6235",4.24,4,99,21180101,"Brussels"
"6236",3.78,29,160,21180556,"Brussels"
"6237",4.18,30,230,21181593,"Brussels"
"6238",3.17,30,60,21181847,"Brussels"
"6239",0.14,22,49,21182790,"Brussels"
"6240",1.54,0,60,21182806,"Brussels"
"6241",2.74,18,60,21191216,"Brussels"
"6242",NA,0,50,21195954,"Brussels"
"6243",0.12,0,38,21196599,"Brussels"
"6244",0.11,30,38,21197116,"Brussels"
"6245",0.12,0,38,21197465,"Brussels"
"6246",0.17,0,38,21197782,"Brussels"
"6247",0.07,0,49,21197822,"Brussels"
"6248",NA,29,38,21198081,"Brussels"
"6249",0.28,29,38,21198268,"Brussels"
"6250",9.71,26,94,21199275,"Brussels"
"6251",0.09,0,43,21199537,"Brussels"
"6252",NA,11,43,21199736,"Brussels"
"6253",0.9,0,59,21201488,"Brussels"
"6254",4.43,25,60,21208334,"Brussels"
"6255",4.18,1,70,21208950,"Brussels"
"6256",2.13,30,40,21209098,"Brussels"
"6257",0.03,0,50,21209972,"Brussels"
"6258",NA,0,64,21210712,"Brussels"
"6259",2.96,11,38,21218651,"Brussels"
"6260",7.79,28,52,21221791,"Brussels"
"6261",0.1,0,41,21227148,"Brussels"
"6262",8.99,17,52,21239132,"Brussels"
"6263",NA,0,50,21242350,"Brussels"
"6264",0.1,0,25,21246832,"Brussels"
"6265",4.93,29,38,21247124,"Brussels"
"6266",11.25,27,49,21248374,"Brussels"
"6267",NA,30,45,21253351,"Brussels"
"6268",3.05,29,99,21253382,"Brussels"
"6269",0.36,0,55,21259949,"Brussels"
"6270",0.76,0,49,21261696,"Brussels"
"6271",2.3,26,49,21263748,"Brussels"
"6272",1.01,0,100,21263788,"Brussels"
"6273",0.69,0,120,21264065,"Brussels"
"6274",0.81,30,60,21283826,"Brussels"
"6275",0.3,0,30,21289458,"Brussels"
"6276",NA,0,50,21295358,"Brussels"
"6277",NA,0,36,21299885,"Brussels"
"6278",0.11,0,80,21301998,"Brussels"
"6279",0.25,30,49,21308801,"Brussels"
"6280",5.7,30,55,21316651,"Brussels"
"6281",0.81,0,60,21320994,"Brussels"
"6282",0.04,0,30,21324654,"Brussels"
"6283",1.25,30,80,21328839,"Brussels"
"6284",0.2,0,55,21335728,"Brussels"
"6285",1.99,0,45,21354179,"Brussels"
"6286",0.11,23,55,21360758,"Brussels"
"6287",0.2,0,63,21363233,"Brussels"
"6288",0.36,0,9,21364336,"Brussels"
"6289",1.96,29,50,21379650,"Brussels"
"6290",0.33,0,45,21379932,"Brussels"
"6291",0.13,0,50,21381036,"Brussels"
"6292",0.03,30,80,21387115,"Brussels"
"6293",5.1,30,75,21390457,"Brussels"
"6294",0.41,30,330,21391155,"Brussels"
"6295",4.95,11,55,21392035,"Brussels"
"6296",0.21,0,55,21407400,"Brussels"
"6297",0.27,0,89,21407766,"Brussels"
"6298",2.3,23,80,21410763,"Brussels"
"6299",2.83,23,79,21411301,"Brussels"
"6300",1.05,30,0,21412329,"Brussels"
"6301",4.15,29,54,21415547,"Brussels"
"6302",7.34,30,75,21416530,"Brussels"
"6303",2.71,29,95,21421691,"Brussels"
"6304",0.21,0,100,21429807,"Brussels"
"6305",8.54,29,70,21436994,"Brussels"
"6306",2.62,28,70,21439559,"Brussels"
"6307",0.4,0,50,21452234,"Brussels"
"6308",0.71,14,55,21452541,"Brussels"
"6309",0.1,27,42,21456591,"Brussels"
"6310",9.07,23,68,21465209,"Brussels"
"6311",0.81,0,30,21465592,"Brussels"
"6312",NA,30,135,21465764,"Brussels"
"6313",0.23,30,135,21466091,"Brussels"
"6314",0.77,0,40,21475021,"Brussels"
"6315",0.72,4,70,21483571,"Brussels"
"6316",NA,0,17,21485497,"Brussels"
"6317",0.48,0,40,21488394,"Brussels"
"6318",0.2,8,42,21495514,"Brussels"
"6319",1.47,30,140,21509055,"Brussels"
"6320",0.25,29,30,21510717,"Brussels"
"6321",0.29,0,55,21515234,"Brussels"
"6322",0.2,0,20,21516230,"Brussels"
"6323",0.27,0,30,21521066,"Brussels"
"6324",1.5,25,45,21521417,"Brussels"
"6325",0.17,0,40,21523004,"Brussels"
"6326",2.13,24,67,21529165,"Brussels"
"6327",0.14,29,50,21533786,"Brussels"
"6328",2.96,30,55,21545070,"Brussels"
"6329",0.25,0,90,21547617,"Brussels"
"6330",4.01,29,63,21547651,"Brussels"
"6331",1.92,28,75,21556756,"Brussels"
"6332",2.88,22,140,21558407,"Brussels"
"6333",0.44,0,27,21563358,"Brussels"
"6334",4.77,30,15,21565962,"Brussels"
"6335",12.98,13,90,21577049,"Brussels"
"6336",0.64,0,26,21579188,"Brussels"
"6337",1.16,0,21,21581124,"Brussels"
"6338",2.01,29,25,21584189,"Brussels"
"6339",0.04,0,16,21592212,"Brussels"
"6340",0.24,0,50,21599001,"Brussels"
"6341",1.99,26,67,21599686,"Brussels"
"6342",0.05,0,75,21604779,"Brussels"
"6343",NA,0,80,21607019,"Brussels"
"6344",0.07,0,100,21608987,"Brussels"
"6345",0.4,0,40,21614954,"Brussels"
"6346",7.49,0,85,21620867,"Brussels"
"6347",0.1,0,90,21627933,"Brussels"
"6348",0.31,10,95,21630058,"Brussels"
"6349",0.68,30,90,21631871,"Brussels"
"6350",NA,0,55,21638383,"Brussels"
"6351",0.03,0,45,21638950,"Brussels"
"6352",0.48,30,180,21639929,"Brussels"
"6353",NA,0,29,21640588,"Brussels"
"6354",0.97,0,55,21640672,"Brussels"
"6355",5.19,0,38,21645622,"Brussels"
"6356",0.41,0,55,21659355,"Brussels"
"6357",NA,0,55,21659995,"Brussels"
"6358",1.74,28,60,21661332,"Brussels"
"6359",0.07,0,100,21661372,"Brussels"
"6360",0.4,0,125,21662514,"Brussels"
"6361",5.68,0,49,21677919,"Brussels"
"6362",0.24,30,195,21681118,"Brussels"
"6363",0.69,15,52,21693636,"Brussels"
"6364",0.27,0,35,21694930,"Brussels"
"6365",2.17,0,35,21696059,"Brussels"
"6366",0.56,0,26,21698820,"Brussels"
"6367",0.07,0,43,21705488,"Brussels"
"6368",1.17,25,55,21719917,"Brussels"
"6369",1.4,28,85,21721341,"Brussels"
"6370",0.6,0,40,21723050,"Brussels"
"6371",0.16,0,70,21723788,"Brussels"
"6372",3.74,29,37,21724951,"Brussels"
"6373",0.14,0,150,21727983,"Brussels"
"6374",3.19,25,36,21731489,"Brussels"
"6375",0.45,0,35,21732592,"Brussels"
"6376",0.15,30,101,21732806,"Brussels"
"6377",4.13,27,105,21733859,"Brussels"
"6378",NA,0,58,21735174,"Brussels"
"6379",2.76,0,55,21735205,"Brussels"
"6380",0.45,28,70,21742340,"Brussels"
"6381",NA,0,40,21744523,"Brussels"
"6382",5.54,26,49,21746602,"Brussels"
"6383",5.23,30,49,21748472,"Brussels"
"6384",NA,0,40,21749678,"Brussels"
"6385",0.54,0,40,21749914,"Brussels"
"6386",NA,0,75,21756997,"Brussels"
"6387",1.67,27,145,21759228,"Brussels"
"6388",3.59,30,45,21759321,"Brussels"
"6389",0.51,0,55,21760829,"Brussels"
"6390",NA,0,60,21764153,"Brussels"
"6391",0.59,0,30,21775204,"Brussels"
"6392",5.45,30,148,21778199,"Brussels"
"6393",0.21,0,60,21779011,"Brussels"
"6394",0.34,0,50,21782018,"Brussels"
"6395",0.52,0,150,21787902,"Brussels"
"6396",7.04,11,27,21793438,"Brussels"
"6397",0.14,0,200,21796550,"Brussels"
"6398",3.02,11,125,21797171,"Brussels"
"6399",1.46,30,120,21805598,"Brussels"
"6400",2,19,69,21807038,"Brussels"
"6401",1.56,0,120,21807538,"Brussels"
"6402",0.17,0,45,21809823,"Brussels"
"6403",3.81,0,90,21814747,"Brussels"
"6404",8.13,0,44,21815490,"Brussels"
"6405",0.79,13,40,21824142,"Brussels"
"6406",0.37,0,39,21825870,"Brussels"
"6407",0.37,0,45,21832026,"Brussels"
"6408",1.82,0,40,21836316,"Brussels"
"6409",1.81,30,215,21846122,"Brussels"
"6410",0.62,0,100,21846934,"Brussels"
"6411",0.1,0,35,21848026,"Brussels"
"6412",0.88,0,25,21848473,"Brussels"
"6413",3.81,29,30,21849612,"Brussels"
"6414",NA,29,80,21853631,"Brussels"
"6415",0.5,30,85,21856198,"Brussels"
"6416",1.68,30,55,21860646,"Brussels"
"6417",3.08,24,53,21861902,"Brussels"
"6418",0.57,0,49,21863399,"Brussels"
"6419",0.37,0,20,21865731,"Brussels"
"6420",0.1,27,45,21865745,"Brussels"
"6421",1.3,0,48,21875381,"Brussels"
"6422",2.23,30,80,21876271,"Brussels"
"6423",0.94,30,220,21876699,"Brussels"
"6424",0.14,0,65,21888524,"Brussels"
"6425",0.48,29,60,21893657,"Brussels"
"6426",NA,23,650,21905030,"Brussels"
"6427",0.69,26,90,21906944,"Brussels"
"6428",0.03,0,40,21907873,"Brussels"
"6429",10.99,28,49,21917152,"Brussels"
"6430",0.14,0,45,21919085,"Brussels"
"6431",2.52,30,70,21921629,"Brussels"
"6432",2.81,16,70,21922168,"Brussels"
"6433",NA,0,100,21922794,"Brussels"
"6434",0.07,0,17,21925350,"Brussels"
"6435",3.64,30,65,21929544,"Brussels"
"6436",0.86,11,60,21932056,"Brussels"
"6437",0.59,0,40,21940311,"Brussels"
"6438",2.01,30,50,21943696,"Brussels"
"6439",NA,0,120,21945723,"Brussels"
"6440",0.11,0,37,21954982,"Brussels"
"6441",4.18,25,45,21957324,"Brussels"
"6442",0.59,0,49,21957900,"Brussels"
"6443",5,1,75,21969752,"Brussels"
"6444",1.28,0,60,21971464,"Brussels"
"6445",NA,0,40,21972051,"Brussels"
"6446",0.11,0,40,21972218,"Brussels"
"6447",0.36,0,30,21973227,"Brussels"
"6448",0.39,0,48,21974203,"Brussels"
"6449",0.07,0,90,21978222,"Brussels"
"6450",9.39,30,46,21980713,"Brussels"
"6451",7.22,0,54,21981105,"Brussels"
"6452",NA,0,19,21985598,"Brussels"
"6453",0.14,11,60,21989777,"Brussels"
"6454",2.81,17,60,21990096,"Brussels"
"6455",NA,0,55,21995267,"Brussels"
"6456",0.04,0,150,22007232,"Brussels"
"6457",0.22,28,60,22012196,"Brussels"
"6458",0.37,0,50,22022707,"Brussels"
"6459",0.07,0,80,22023084,"Brussels"
"6460",0.56,0,25,22027186,"Brussels"
"6461",3.27,19,149,22032853,"Brussels"
"6462",1.24,0,184,22045077,"Brussels"
"6463",0.45,0,98,22045246,"Brussels"
"6464",0.35,0,89,22055313,"Brussels"
"6465",NA,0,95,22065263,"Brussels"
"6466",0.23,29,180,22072262,"Brussels"
"6467",0.6,0,59,22084860,"Brussels"
"6468",0.05,0,50,22092692,"Brussels"
"6469",1.11,29,73,22093683,"Brussels"
"6470",0.68,0,50,22114824,"Brussels"
"6471",4.96,26,35,22115707,"Brussels"
"6472",0.32,0,69,22122751,"Brussels"
"6473",NA,0,21,22123283,"Brussels"
"6474",6.41,30,60,22133552,"Brussels"
"6475",2.67,30,225,22134635,"Brussels"
"6476",4.14,0,30,22135461,"Brussels"
"6477",1.7,21,90,22144124,"Brussels"
"6478",0.03,0,90,22147434,"Brussels"
"6479",1.29,26,89,22157464,"Brussels"
"6480",0.11,0,22,22159980,"Brussels"
"6481",0.11,0,100,22173933,"Brussels"
"6482",0.18,30,99,22185409,"Brussels"
"6483",0.14,23,80,22186931,"Brussels"
"6484",NA,0,20,22189639,"Brussels"
"6485",0.99,0,100,22198064,"Brussels"
"6486",0.04,0,80,22198704,"Brussels"
"6487",0.07,0,60,22202730,"Brussels"
"6488",0.38,0,58,22203074,"Brussels"
"6489",0.14,0,40,22203226,"Brussels"
"6490",NA,0,20,22222557,"Brussels"
"6491",0.07,27,190,22224288,"Brussels"
"6492",1.19,7,48,22226370,"Brussels"
"6493",4.41,30,59,22228017,"Brussels"
"6494",2.16,29,89,22239247,"Brussels"
"6495",0.5,0,180,22242627,"Brussels"
"6496",2.16,25,110,22247221,"Brussels"
"6497",0.32,18,45,22256020,"Brussels"
"6498",0.24,0,50,22257881,"Brussels"
"6499",NA,29,200,22260208,"Brussels"
"6500",0.04,0,70,22260284,"Brussels"
"6501",0.28,0,18,22261204,"Brussels"
"6502",5.92,26,75,22261589,"Brussels"
"6503",0.18,0,24,22262810,"Brussels"
"6504",0.29,0,40,22271016,"Brussels"
"6505",NA,0,100,22276013,"Brussels"
"6506",NA,0,40,22277596,"Brussels"
"6507",0.07,0,28,22280231,"Brussels"
"6508",1.12,0,42,22286296,"Brussels"
"6509",0.35,12,75,22298937,"Brussels"
"6510",NA,0,42,22299574,"Brussels"
"6511",0.31,0,70,22300937,"Brussels"
"6512",0.07,0,21,22302883,"Brussels"
"6513",0.11,0,70,22303186,"Brussels"
"6514",1.44,0,65,22304698,"Brussels"
"6515",0.5,0,104,22304953,"Brussels"
"6516",NA,0,50,22312520,"Brussels"
"6517",0.6,10,70,22316483,"Brussels"
"6518",0.27,0,50,22317966,"Brussels"
"6519",0.14,0,18,22319541,"Brussels"
"6520",6.25,30,37,22320594,"Brussels"
"6521",2.95,30,100,22323025,"Brussels"
"6522",0.33,0,30,22323425,"Brussels"
"6523",0.86,29,40,22330678,"Brussels"
"6524",0.33,29,145,22331355,"Brussels"
"6525",1.69,28,55,22332672,"Brussels"
"6526",4.93,30,40,22333412,"Brussels"
"6527",0.11,0,75,22336167,"Brussels"
"6528",0.61,0,85,22338157,"Brussels"
"6529",1.43,30,50,22340260,"Brussels"
"6530",0.29,0,120,22340696,"Brussels"
"6531",0.04,0,50,22343629,"Brussels"
"6532",NA,0,35,22350565,"Brussels"
"6533",0.14,4,135,22352503,"Brussels"
"6534",0.18,0,20,22352860,"Brussels"
"6535",0.05,0,43,22353862,"Brussels"
"6536",1.54,29,45,22354256,"Brussels"
"6537",0.44,0,17,22355266,"Brussels"
"6538",0.05,0,40,22357077,"Brussels"
"6539",0.1,0,38,22357806,"Brussels"
"6540",5.17,18,68,22396873,"Brussels"
"6541",0.04,0,27,22405922,"Brussels"
"6542",0.09,30,16,22406145,"Brussels"
"6543",2.46,19,40,22418459,"Brussels"
"6544",2.85,19,149,22419794,"Brussels"
"6545",0.11,27,200,22420837,"Brussels"
"6546",NA,0,65,22426687,"Brussels"
"6547",6.35,30,50,22427074,"Brussels"
"6548",0.79,0,46,22429613,"Brussels"
"6549",0.25,29,15,22444904,"Brussels"
"6550",NA,0,40,22445629,"Brussels"
"6551",0.44,0,60,22446952,"Brussels"
"6552",7.5,16,50,22447929,"Brussels"
"6553",0.28,0,38,22452609,"Brussels"
"6554",0.31,0,50,22461199,"Brussels"
"6555",0.18,0,40,22466211,"Brussels"
"6556",NA,23,99,22474886,"Brussels"
"6557",0.04,0,50,22478223,"Brussels"
"6558",0.07,0,50,22478431,"Brussels"
"6559",0.04,0,55,22481059,"Brussels"
"6560",0.69,30,35,22487502,"Brussels"
"6561",0.15,0,28,22487557,"Brussels"
"6562",2.41,30,79,22488498,"Brussels"
"6563",0.33,0,50,22492657,"Brussels"
"6564",5.39,0,26,22509064,"Brussels"
"6565",0.04,0,35,22521114,"Brussels"
"6566",0.75,0,25,22521865,"Brussels"
"6567",0.36,0,40,22523211,"Brussels"
"6568",0.58,0,25,22530151,"Brussels"
"6569",0.93,0,33,22530807,"Brussels"
"6570",7.71,15,80,22531486,"Brussels"
"6571",0.07,0,30,22540437,"Brussels"
"6572",0.68,0,40,22551232,"Brussels"
"6573",0.11,0,43,22558118,"Brussels"
"6574",NA,0,60,22561991,"Brussels"
"6575",NA,0,50,22563074,"Brussels"
"6576",0.57,0,56,22565465,"Brussels"
"6577",0.24,18,75,22579482,"Brussels"
"6578",0.5,0,400,22582724,"Brussels"
"6579",0.04,29,72,22583450,"Brussels"
"6580",3.1,22,15,22587357,"Brussels"
"6581",4.62,29,75,22597729,"Brussels"
"6582",0.16,28,75,22610429,"Brussels"
"6583",6.8,0,33,22612079,"Brussels"
"6584",NA,0,40,22613233,"Brussels"
"6585",1.86,26,95,22613241,"Brussels"
"6586",0.77,6,70,22622539,"Brussels"
"6587",0.14,0,35,22642169,"Brussels"
"6588",1.02,0,85,22649905,"Brussels"
"6589",1.62,12,44,22660534,"Brussels"
"6590",0.45,30,69,22663108,"Brussels"
"6591",NA,0,120,22666933,"Brussels"
"6592",0.43,0,110,22680079,"Brussels"
"6593",NA,0,14,22698634,"Brussels"
"6594",NA,0,14,22700830,"Brussels"
"6595",NA,0,14,22702387,"Brussels"
"6596",0.15,0,85,22704059,"Brussels"
"6597",0.07,29,45,22708253,"Brussels"
"6598",0.07,0,28,22710461,"Brussels"
"6599",NA,0,27,22711247,"Brussels"
"6600",3.19,30,49,22712845,"Brussels"
"6601",0.04,0,100,22738360,"Brussels"
"6602",0.04,0,40,22739528,"Brussels"
"6603",0.07,0,53,22743018,"Brussels"
"6604",2.23,0,60,22743483,"Brussels"
"6605",0.08,0,22,22747409,"Brussels"
"6606",0.19,0,45,22757383,"Brussels"
"6607",NA,0,65,22778526,"Brussels"
"6608",0.83,29,42,22778869,"Brussels"
"6609",3.69,0,69,22785902,"Brussels"
"6610",NA,0,20,22796717,"Brussels"
"6611",0.79,30,52,22819375,"Brussels"
"6612",0.14,0,130,22819858,"Brussels"
"6613",0.25,28,66,22831855,"Brussels"
"6614",0.04,0,40,22844208,"Brussels"
"6615",0.63,18,50,22845819,"Brussels"
"6616",1.53,0,130,22855940,"Brussels"
"6617",0.16,0,95,22856408,"Brussels"
"6618",3.25,26,79,22858868,"Brussels"
"6619",0.19,3,60,22864131,"Brussels"
"6620",4.55,17,150,22892401,"Brussels"
"6621",0.17,0,40,22892814,"Brussels"
"6622",0.12,28,170,22898808,"Brussels"
"6623",0.86,30,120,22899496,"Brussels"
"6624",0.66,0,50,22904063,"Brussels"
"6625",3.1,4,70,22904962,"Brussels"
"6626",NA,0,18,22916919,"Brussels"
"6627",0.44,0,45,22917875,"Brussels"
"6628",NA,0,30,22941370,"Brussels"
"6629",0.04,5,55,22954251,"Brussels"
"6630",NA,0,52,22966621,"Brussels"
"6631",1.52,23,150,22969781,"Brussels"
"6632",5.88,24,95,22970018,"Brussels"
"6633",0.92,22,80,22970931,"Brussels"
"6634",13.41,0,55,22976130,"Brussels"
"6635",1.58,29,40,22977459,"Brussels"
"6636",0.33,0,30,22982367,"Brussels"
"6637",0.19,0,89,22989467,"Brussels"
"6638",0.11,0,45,22990853,"Brussels"
"6639",4.73,1,86,22992536,"Brussels"
"6640",0.96,0,39,22996105,"Brussels"
"6641",5.66,29,98,23000258,"Brussels"
"6642",1.5,0,110,23002040,"Brussels"
"6643",NA,30,65,23011950,"Brussels"
"6644",0.07,0,25,23015616,"Brussels"
"6645",1.41,29,52,23018224,"Brussels"
"6646",0.17,26,90,23019881,"Brussels"
"6647",4.48,25,111,23020903,"Brussels"
"6648",4.7,30,85,23048830,"Brussels"
"6649",0.12,0,89,23053304,"Brussels"
"6650",3.4,0,75,23053317,"Brussels"
"6651",0.04,18,78,23054914,"Brussels"
"6652",NA,30,39,23071239,"Brussels"
"6653",1.69,30,115,23073596,"Brussels"
"6654",1.78,28,50,23077570,"Brussels"
"6655",1.04,0,25,23084064,"Brussels"
"6656",5.08,0,55,23086965,"Brussels"
"6657",NA,0,350,23097854,"Brussels"
"6658",1.88,28,100,23099319,"Brussels"
"6659",0.04,0,35,23100209,"Brussels"
"6660",4.62,28,82,23102167,"Brussels"
"6661",0.26,0,45,23102453,"Brussels"
"6662",2.27,0,58,23106133,"Brussels"
"6663",0.91,23,135,23106599,"Brussels"
"6664",0.28,0,60,23113593,"Brussels"
"6665",0.11,0,30,23122547,"Brussels"
"6666",2.12,30,53,23122950,"Brussels"
"6667",1.19,16,50,23126096,"Brussels"
"6668",1.78,29,135,23127112,"Brussels"
"6669",2.44,30,40,23129742,"Brussels"
"6670",0.1,8,89,23134961,"Brussels"
"6671",0.52,28,20,23143733,"Brussels"
"6672",0.31,0,15,23147156,"Brussels"
"6673",0.19,0,25,23153829,"Brussels"
"6674",0.09,29,95,23157760,"Brussels"
"6675",1.7,0,120,23158255,"Brussels"
"6676",0.08,0,40,23162555,"Brussels"
"6677",3.26,0,40,23164089,"Brussels"
"6678",0.04,0,30,23174942,"Brussels"
"6679",4.97,11,78,23177801,"Brussels"
"6680",0.59,30,120,23179856,"Brussels"
"6681",3.27,0,28,23195899,"Brussels"
"6682",0.81,27,50,23198103,"Brussels"
"6683",0.65,30,70,23198331,"Brussels"
"6684",5.93,30,69,23199609,"Brussels"
"6685",0.8,0,49,23211010,"Brussels"
"6686",0.04,0,30,23211580,"Brussels"
"6687",1.22,28,39,23226252,"Brussels"
"6688",0.25,0,60,23229542,"Brussels"
"6689",1.96,0,36,23234149,"Brussels"
"6690",2.99,11,80,23234496,"Brussels"
"6691",1.04,1,25,23248708,"Brussels"
"6692",2.08,29,50,23252492,"Brussels"
"6693",NA,0,15,23256263,"Brussels"
"6694",1.77,29,38,23262495,"Brussels"
"6695",0.46,21,60,23263217,"Brussels"
"6696",0.81,0,50,23263798,"Brussels"
"6697",0.27,0,18,23280684,"Brussels"
"6698",1.35,18,55,23297674,"Brussels"
"6699",2.53,29,50,23302244,"Brussels"
"6700",NA,0,39,23308792,"Brussels"
"6701",0.27,0,31,23317302,"Brussels"
"6702",0.16,0,65,23318191,"Brussels"
"6703",0.04,0,40,23320988,"Brussels"
"6704",0.57,0,125,23326184,"Brussels"
"6705",0.21,29,20,23336252,"Brussels"
"6706",1,0,76,23345725,"Brussels"
"6707",0.76,0,50,23351302,"Brussels"
"6708",1.58,19,110,23351553,"Brussels"
"6709",0.36,0,50,23353466,"Brussels"
"6710",NA,0,40,23364116,"Brussels"
"6711",0.68,0,40,23371988,"Brussels"
"6712",NA,0,50,23375379,"Brussels"
"6713",0.08,0,16,23397365,"Brussels"
"6714",0.48,19,80,23405187,"Brussels"
"6715",6.62,5,25,23424265,"Brussels"
"6716",1.57,0,125,23425036,"Brussels"
"6717",0.12,29,60,23427935,"Brussels"
"6718",9.41,8,54,23446837,"Brussels"
"6719",3.77,1,18,23447657,"Brussels"
"6720",0.08,23,100,23457286,"Brussels"
"6721",0.95,0,250,23473706,"Brussels"
"6722",3.93,0,44,23479291,"Brussels"
"6723",4.59,28,80,23481134,"Brussels"
"6724",1.13,28,300,23481960,"Brussels"
"6725",3.96,29,50,23489849,"Brussels"
"6726",0.08,0,50,23493296,"Brussels"
"6727",0.38,0,44,23496682,"Brussels"
"6728",0.04,0,90,23497897,"Brussels"
"6729",0.78,4,62,23503306,"Brussels"
"6730",0.08,0,88,23504398,"Brussels"
"6731",0.66,7,99,23512305,"Brussels"
"6732",NA,0,20,23517169,"Brussels"
"6733",0.16,0,30,23521949,"Brussels"
"6734",0.37,1,50,23531225,"Brussels"
