"","reviews_per_month","availability_30","price","id","place"
"1",0.02,6,145,50904,"Antwerp"
"2",1.01,27,150,116134,"Antwerp"
"3",0.01,0,16,224333,"Antwerp"
"4",3.41,28,105,224682,"Antwerp"
"5",0.6,29,55,328911,"Antwerp"
"6",0.56,19,45,345959,"Antwerp"
"7",1.07,30,31,366252,"Antwerp"
"8",0.63,30,30,366325,"Antwerp"
"9",0.57,30,30,445201,"Antwerp"
"10",0.17,0,48,465282,"Antwerp"
"11",0.04,30,195,522693,"Antwerp"
"12",0.02,30,150,553618,"Antwerp"
"13",0.1,0,60,569956,"Antwerp"
"14",0.23,0,98,573641,"Antwerp"
"15",0.39,29,60,575935,"Antwerp"
"16",0.23,16,150,603545,"Antwerp"
"17",0.87,30,85,636664,"Antwerp"
"18",0.37,0,85,639013,"Antwerp"
"19",0.07,29,65,685049,"Antwerp"
"20",NA,0,120,685053,"Antwerp"
"21",2.71,21,60,723033,"Antwerp"
"22",2.11,28,75,746729,"Antwerp"
"23",0.75,0,75,772842,"Antwerp"
"24",0.7,29,65,778043,"Antwerp"
"25",0.54,30,93,789555,"Antwerp"
"26",0.98,21,177,813969,"Antwerp"
"27",4.56,25,40,842077,"Antwerp"
"28",3.25,24,40,866701,"Antwerp"
"29",0.94,0,85,891355,"Antwerp"
"30",1.57,10,150,891884,"Antwerp"
"31",0.07,22,180,891907,"Antwerp"
"32",0.74,30,48,959200,"Antwerp"
"33",0.7,0,340,961296,"Antwerp"
"34",2.7,28,77,991824,"Antwerp"
"35",0.26,29,115,1001223,"Antwerp"
"36",3.48,0,62,1038791,"Antwerp"
"37",0.28,28,77,1050693,"Antwerp"
"38",0.36,30,75,1105318,"Antwerp"
"39",2.55,23,40,1108491,"Antwerp"
"40",0.2,30,108,1134686,"Antwerp"
"41",1.36,0,35,1138959,"Antwerp"
"42",1.98,30,55,1146375,"Antwerp"
"43",0.11,0,69,1159039,"Antwerp"
"44",0.18,30,80,1172376,"Antwerp"
"45",0.34,19,16,1172826,"Antwerp"
"46",0.25,26,175,1184623,"Antwerp"
"47",0.41,11,77,1209063,"Antwerp"
"48",3,24,60,1227242,"Antwerp"
"49",0.06,29,55,1235629,"Antwerp"
"50",1.08,11,90,1266888,"Antwerp"
"51",0.04,29,179,1267516,"Antwerp"
"52",0.61,0,45,1292916,"Antwerp"
"53",0.28,0,70,1306743,"Antwerp"
"54",1.63,24,60,1328770,"Antwerp"
"55",0.07,0,60,1338036,"Antwerp"
"56",1.21,29,90,1405414,"Antwerp"
"57",0.51,0,80,1427505,"Antwerp"
"58",0.12,0,50,1444602,"Antwerp"
"59",0.67,23,100,1504952,"Antwerp"
"60",1.91,0,35,1534890,"Antwerp"
"61",0.42,16,65,1577011,"Antwerp"
"62",2.41,30,35,1585405,"Antwerp"
"63",2,28,100,1666809,"Antwerp"
"64",0.46,0,70,1708652,"Antwerp"
"65",2.8,14,36,1785355,"Antwerp"
"66",0.94,10,38,1791465,"Antwerp"
"67",2.35,16,110,1808782,"Antwerp"
"68",0.51,29,65,1856023,"Antwerp"
"69",5.62,30,64,1901179,"Antwerp"
"70",3.26,0,104,1986344,"Antwerp"
"71",0.11,30,270,2023708,"Antwerp"
"72",1.32,21,22,2059299,"Antwerp"
"73",0.16,27,85,2059774,"Antwerp"
"74",1.83,30,60,2069688,"Antwerp"
"75",NA,29,23,2073182,"Antwerp"
"76",0.16,19,45,2086302,"Antwerp"
"77",0.27,30,75,2133274,"Antwerp"
"78",0.99,30,49,2154692,"Antwerp"
"79",6.03,30,36,2194840,"Antwerp"
"80",0.49,28,50,2230592,"Antwerp"
"81",0.03,0,85,2347414,"Antwerp"
"82",4,29,110,2427717,"Antwerp"
"83",1.4,30,49,2433570,"Antwerp"
"84",3.97,0,105,2436964,"Antwerp"
"85",NA,30,165,2448815,"Antwerp"
"86",2.41,0,45,2507353,"Antwerp"
"87",2.97,26,98,2522970,"Antwerp"
"88",0.18,11,180,2543695,"Antwerp"
"89",1.99,21,65,2602613,"Antwerp"
"90",0.43,19,65,2664034,"Antwerp"
"91",0.72,0,60,2682144,"Antwerp"
"92",4.77,22,33,2682808,"Antwerp"
"93",0.19,8,59,2762341,"Antwerp"
"94",1.92,30,36,2819412,"Antwerp"
"95",0.36,30,450,2819790,"Antwerp"
"96",1.4,30,44,2820108,"Antwerp"
"97",0.74,30,48,2843276,"Antwerp"
"98",1.23,30,18,2918528,"Antwerp"
"99",0.1,0,65,2957381,"Antwerp"
"100",2.48,25,140,3025379,"Antwerp"
"101",3.13,22,335,3048594,"Antwerp"
"102",0.12,0,59,3065963,"Antwerp"
"103",0.16,0,230,3197919,"Antwerp"
"104",0.61,29,66,3202647,"Antwerp"
"105",0.16,24,70,3203133,"Antwerp"
"106",0.65,0,87,3207291,"Antwerp"
"107",0.54,30,59,3218767,"Antwerp"
"108",0.63,0,109,3268690,"Antwerp"
"109",0.43,16,110,3426775,"Antwerp"
"110",0.25,9,55,3467654,"Antwerp"
"111",1.17,29,95,3518676,"Antwerp"
"112",3.94,27,51,3540493,"Antwerp"
"113",0.91,0,49,3609370,"Antwerp"
"114",NA,0,40,3711139,"Antwerp"
"115",0.09,0,110,3806718,"Antwerp"
"116",0.35,0,180,3857702,"Antwerp"
"117",NA,0,50,3889129,"Antwerp"
"118",0.05,0,65,3894091,"Antwerp"
"119",4.99,30,27,3969576,"Antwerp"
"120",0.36,16,75,4017995,"Antwerp"
"121",1.49,0,55,4026852,"Antwerp"
"122",2.12,29,75,4030176,"Antwerp"
"123",0.25,0,58,4032738,"Antwerp"
"124",0.61,17,75,4064854,"Antwerp"
"125",0.13,28,200,4163391,"Antwerp"
"126",2.43,17,60,4178600,"Antwerp"
"127",0.31,0,180,4265913,"Antwerp"
"128",0.22,22,135,4303323,"Antwerp"
"129",1.65,0,47,4310567,"Antwerp"
"130",3.2,23,99,4322521,"Antwerp"
"131",0.16,0,41,4332020,"Antwerp"
"132",8.47,0,60,4364294,"Antwerp"
"133",0.37,0,50,4399227,"Antwerp"
"134",1.51,0,50,4425751,"Antwerp"
"135",1.31,29,40,4444232,"Antwerp"
"136",1.07,0,40,4480525,"Antwerp"
"137",NA,0,65,4491892,"Antwerp"
"138",8.77,29,75,4502646,"Antwerp"
"139",0.91,6,150,4592434,"Antwerp"
"140",3,14,59,4690351,"Antwerp"
"141",0.25,0,36,4703827,"Antwerp"
"142",0.2,0,49,4726962,"Antwerp"
"143",1.7,25,190,4733497,"Antwerp"
"144",0.35,0,60,4808747,"Antwerp"
"145",NA,29,25,4852878,"Antwerp"
"146",0.07,29,25,4853047,"Antwerp"
"147",0.02,16,109,4853293,"Antwerp"
"148",0.16,0,175,4900847,"Antwerp"
"149",0.99,13,65,4919286,"Antwerp"
"150",0.12,0,85,4980368,"Antwerp"
"151",0.51,0,75,4985922,"Antwerp"
"152",0.69,29,99,5020599,"Antwerp"
"153",1.44,28,160,5026455,"Antwerp"
"154",1.29,0,100,5027767,"Antwerp"
"155",1.08,30,93,5040147,"Antwerp"
"156",2.05,0,60,5047962,"Antwerp"
"157",1.12,1,65,5074616,"Antwerp"
"158",0.47,0,80,5083787,"Antwerp"
"159",NA,0,59,5087534,"Antwerp"
"160",0.04,23,70,5096851,"Antwerp"
"161",0.12,0,35,5124747,"Antwerp"
"162",0.55,11,375,5187760,"Antwerp"
"163",5.41,30,55,5223125,"Antwerp"
"164",0.29,26,80,5233718,"Antwerp"
"165",NA,0,25,5317448,"Antwerp"
"166",0.54,0,42,5345806,"Antwerp"
"167",2.95,29,240,5379855,"Antwerp"
"168",0.54,17,89,5382509,"Antwerp"
"169",1.83,0,50,5417459,"Antwerp"
"170",0.28,0,60,5555535,"Antwerp"
"171",1.61,30,85,5574536,"Antwerp"
"172",3.48,22,115,5575185,"Antwerp"
"173",2.86,0,85,5578067,"Antwerp"
"174",0.34,4,59,5629681,"Antwerp"
"175",0.76,22,55,5646286,"Antwerp"
"176",0.07,0,60,5664999,"Antwerp"
"177",0.55,16,73,5695757,"Antwerp"
"178",1.38,23,90,5702020,"Antwerp"
"179",0.57,0,70,5741728,"Antwerp"
"180",0.66,0,79,5789730,"Antwerp"
"181",0.49,0,80,5869273,"Antwerp"
"182",0.03,0,90,5914975,"Antwerp"
"183",0.8,29,99,5922786,"Antwerp"
"184",0.3,30,75,5923185,"Antwerp"
"185",0.36,23,99,5923210,"Antwerp"
"186",4.3,25,90,5923301,"Antwerp"
"187",0.16,30,64,5923754,"Antwerp"
"188",1.09,27,75,5940310,"Antwerp"
"189",0.43,24,118,5994895,"Antwerp"
"190",0.29,28,135,6000928,"Antwerp"
"191",0.45,28,20,6004053,"Antwerp"
"192",4.08,30,75,6046872,"Antwerp"
"193",1.07,21,115,6051973,"Antwerp"
"194",3.77,0,65,6070843,"Antwerp"
"195",0.14,17,30,6071213,"Antwerp"
"196",1.13,14,240,6091520,"Antwerp"
"197",0.56,0,30,6139374,"Antwerp"
"198",4.54,23,65,6149034,"Antwerp"
"199",0.61,27,50,6150016,"Antwerp"
"200",0.84,0,75,6183201,"Antwerp"
"201",1.2,0,80,6183800,"Antwerp"
"202",0.74,0,110,6248339,"Antwerp"
"203",1.64,30,35,6271039,"Antwerp"
"204",3.44,19,45,6280548,"Antwerp"
"205",0.1,0,65,6394590,"Antwerp"
"206",NA,0,46,6403569,"Antwerp"
"207",4.91,30,56,6418099,"Antwerp"
"208",NA,28,105,6428108,"Antwerp"
"209",1.77,0,41,6463582,"Antwerp"
"210",0.02,0,30,6482819,"Antwerp"
"211",0.59,7,89,6519504,"Antwerp"
"212",0.02,0,95,6531704,"Antwerp"
"213",0.32,0,69,6545997,"Antwerp"
"214",1.92,12,450,6584668,"Antwerp"
"215",2.63,30,38,6585827,"Antwerp"
"216",0.45,0,95,6656058,"Antwerp"
"217",1.31,0,45,6657248,"Antwerp"
"218",3.11,12,86,6670508,"Antwerp"
"219",0.7,0,63,6672914,"Antwerp"
"220",0.22,30,49,6700898,"Antwerp"
"221",0.37,0,52,6721982,"Antwerp"
"222",1.56,30,35,6804868,"Antwerp"
"223",0.41,0,60,6821808,"Antwerp"
"224",0.82,11,48,6833081,"Antwerp"
"225",0.11,30,44,6919227,"Antwerp"
"226",0.59,0,60,6984717,"Antwerp"
"227",0.93,29,86,6988851,"Antwerp"
"228",0.38,1,55,7027563,"Antwerp"
"229",3.78,29,25,7041474,"Antwerp"
"230",3.52,30,45,7067067,"Antwerp"
"231",NA,0,25,7081768,"Antwerp"
"232",0.12,0,95,7109647,"Antwerp"
"233",3.17,22,80,7123771,"Antwerp"
"234",NA,0,28,7226438,"Antwerp"
"235",2.92,0,49,7262234,"Antwerp"
"236",0.32,30,33,7264367,"Antwerp"
"237",0.2,30,1150,7264462,"Antwerp"
"238",0.18,0,40,7298059,"Antwerp"
"239",5.03,22,52,7298474,"Antwerp"
"240",1.78,30,50,7342924,"Antwerp"
"241",0.05,0,34,7360276,"Antwerp"
"242",4.79,27,42,7365174,"Antwerp"
"243",0.53,0,92,7395215,"Antwerp"
"244",1.91,0,56,7427332,"Antwerp"
"245",NA,30,99,7443226,"Antwerp"
"246",0.11,30,44,7461110,"Antwerp"
"247",0.3,0,87,7485876,"Antwerp"
"248",NA,0,100,7497483,"Antwerp"
"249",0.41,0,39,7506876,"Antwerp"
"250",0.1,0,91,7521050,"Antwerp"
"251",1.76,0,28,7534470,"Antwerp"
"252",1.76,5,36,7551621,"Antwerp"
"253",1.43,0,60,7552929,"Antwerp"
"254",0.04,0,40,7586830,"Antwerp"
"255",0.09,0,50,7613703,"Antwerp"
"256",1.6,30,50,7614218,"Antwerp"
"257",0.41,0,24,7618448,"Antwerp"
"258",0.07,0,53,7630221,"Antwerp"
"259",0.73,30,69,7649576,"Antwerp"
"260",0.36,29,500,7724259,"Antwerp"
"261",3.25,0,62,7738154,"Antwerp"
"262",0.08,0,75,7751333,"Antwerp"
"263",2.03,25,66,7759657,"Antwerp"
"264",5.44,25,75,7814882,"Antwerp"
"265",0.77,0,75,7819865,"Antwerp"
"266",0.14,0,29,7845537,"Antwerp"
"267",1.02,18,120,7892353,"Antwerp"
"268",2.53,2,275,7909292,"Antwerp"
"269",0.27,14,80,7934136,"Antwerp"
"270",0.13,0,60,7965720,"Antwerp"
"271",0.59,0,38,7977950,"Antwerp"
"272",0.58,0,75,8024200,"Antwerp"
"273",0.09,0,45,8033857,"Antwerp"
"274",0.02,0,30,8048327,"Antwerp"
"275",0.62,30,171,8094749,"Antwerp"
"276",3.37,30,36,8104534,"Antwerp"
"277",NA,0,40,8179789,"Antwerp"
"278",0.67,27,46,8240785,"Antwerp"
"279",0.02,0,20,8315962,"Antwerp"
"280",2.85,25,58,8360000,"Antwerp"
"281",3.07,29,35,8366368,"Antwerp"
"282",1.06,0,24,8378393,"Antwerp"
"283",0.06,0,79,8384067,"Antwerp"
"284",0.04,0,38,8423451,"Antwerp"
"285",0.15,0,30,8436077,"Antwerp"
"286",1.42,30,93,8473696,"Antwerp"
"287",0.57,0,70,8499321,"Antwerp"
"288",3.46,26,49,8514381,"Antwerp"
"289",0.94,0,50,8535336,"Antwerp"
"290",1.1,0,50,8549169,"Antwerp"
"291",0.11,0,60,8572907,"Antwerp"
"292",8.11,0,50,8587634,"Antwerp"
"293",5.37,30,80,8599666,"Antwerp"
"294",1.26,14,350,8605552,"Antwerp"
"295",NA,29,100,8685911,"Antwerp"
"296",0.7,28,70,8725792,"Antwerp"
"297",0.41,16,400,8751883,"Antwerp"
"298",1.16,27,75,8757097,"Antwerp"
"299",8.86,22,60,8766126,"Antwerp"
"300",0.81,10,54,8768957,"Antwerp"
"301",3.21,30,99,8769507,"Antwerp"
"302",0.28,26,140,8772155,"Antwerp"
"303",4.9,27,85,8836008,"Antwerp"
"304",2.08,30,79,8853612,"Antwerp"
"305",1.52,12,75,8865330,"Antwerp"
"306",1.64,0,72,8877884,"Antwerp"
"307",0.04,23,80,8959933,"Antwerp"
"308",2.55,11,69,8965535,"Antwerp"
"309",0.17,0,100,8977020,"Antwerp"
"310",2.34,29,65,9023182,"Antwerp"
"311",1.11,0,65,9054597,"Antwerp"
"312",4.95,13,145,9063100,"Antwerp"
"313",0.02,0,20,9103493,"Antwerp"
"314",1.13,30,72,9140286,"Antwerp"
"315",0.07,30,30,9146046,"Antwerp"
"316",0.68,23,210,9170457,"Antwerp"
"317",0.81,19,95,9181548,"Antwerp"
"318",0.08,0,75,9184773,"Antwerp"
"319",1.39,21,80,9193370,"Antwerp"
"320",5.07,28,50,9194055,"Antwerp"
"321",0.04,0,64,9285217,"Antwerp"
"322",NA,30,109,9299137,"Antwerp"
"323",NA,0,16,9317518,"Antwerp"
"324",1.48,1,63,9357512,"Antwerp"
"325",NA,28,105,9382319,"Antwerp"
"326",2.84,23,57,9403972,"Antwerp"
"327",1.49,23,80,9444009,"Antwerp"
"328",1.78,25,298,9444419,"Antwerp"
"329",0.65,27,225,9448044,"Antwerp"
"330",1.73,30,25,9487949,"Antwerp"
"331",1.23,0,70,9489437,"Antwerp"
"332",1.22,20,95,9582616,"Antwerp"
"333",0.08,0,25,9619974,"Antwerp"
"334",0.02,0,100,9663201,"Antwerp"
"335",0.31,0,30,9709170,"Antwerp"
"336",NA,0,39,9750469,"Antwerp"
"337",5.04,0,65,9790385,"Antwerp"
"338",4.65,30,34,9809677,"Antwerp"
"339",3.42,30,34,9809688,"Antwerp"
"340",0.02,0,90,9819102,"Antwerp"
"341",0.23,0,34,9841738,"Antwerp"
"342",1.75,5,55,9854143,"Antwerp"
"343",0.29,30,44,9871590,"Antwerp"
"344",NA,30,60,9872230,"Antwerp"
"345",0.02,0,70,9894701,"Antwerp"
"346",4.66,29,34,9911713,"Antwerp"
"347",5.37,30,36,9911810,"Antwerp"
"348",3.15,27,159,9913124,"Antwerp"
"349",0.18,0,75,9920937,"Antwerp"
"350",0.12,0,45,10004342,"Antwerp"
"351",3.18,30,78,10015096,"Antwerp"
"352",1.32,13,65,10050755,"Antwerp"
"353",2.36,28,160,10170353,"Antwerp"
"354",1.46,1,58,10172878,"Antwerp"
"355",0.42,20,25,10196951,"Antwerp"
"356",0.4,0,120,10220506,"Antwerp"
"357",4.35,17,75,10286773,"Antwerp"
"358",NA,0,70,10293949,"Antwerp"
"359",NA,0,29,10375108,"Antwerp"
"360",0.8,27,159,10411697,"Antwerp"
"361",1.26,29,130,10422112,"Antwerp"
"362",1.18,30,48,10429341,"Antwerp"
"363",0.31,0,129,10464942,"Antwerp"
"364",0.07,0,110,10582792,"Antwerp"
"365",NA,0,50,10593542,"Antwerp"
"366",4.31,29,60,10604260,"Antwerp"
"367",3.76,30,60,10693965,"Antwerp"
"368",1.53,12,150,10702272,"Antwerp"
"369",2.28,18,85,10741934,"Antwerp"
"370",3.76,28,155,10743570,"Antwerp"
"371",0.07,0,40,10789077,"Antwerp"
"372",0.19,29,39,10790061,"Antwerp"
"373",1.05,0,160,10797386,"Antwerp"
"374",6.12,1,30,10845191,"Antwerp"
"375",2.29,20,59,10865022,"Antwerp"
"376",NA,0,68,10966196,"Antwerp"
"377",3.09,30,60,11004345,"Antwerp"
"378",0.96,30,60,11007796,"Antwerp"
"379",0.6,26,85,11036503,"Antwerp"
"380",0.4,11,81,11054114,"Antwerp"
"381",0.48,27,83,11054989,"Antwerp"
"382",0.95,28,81,11055119,"Antwerp"
"383",NA,23,150,11067562,"Antwerp"
"384",0.02,0,70,11110396,"Antwerp"
"385",0.31,23,72,11111703,"Antwerp"
"386",0.25,0,63,11114952,"Antwerp"
"387",0.26,14,78,11149337,"Antwerp"
"388",2.86,8,65,11205171,"Antwerp"
"389",0.07,0,26,11207576,"Antwerp"
"390",0.5,19,60,11209398,"Antwerp"
"391",1.12,24,89,11234792,"Antwerp"
"392",NA,0,94,11288058,"Antwerp"
"393",0.03,28,89,11320350,"Antwerp"
"394",0.56,0,35,11368546,"Antwerp"
"395",NA,0,29,11380092,"Antwerp"
"396",0.11,10,80,11386961,"Antwerp"
"397",NA,0,95,11445553,"Antwerp"
"398",0.14,29,380,11470423,"Antwerp"
"399",NA,0,70,11583480,"Antwerp"
"400",1.65,2,100,11594953,"Antwerp"
"401",0.06,0,60,11631651,"Antwerp"
"402",1.28,0,100,11649861,"Antwerp"
"403",NA,0,90,11667783,"Antwerp"
"404",2.47,20,108,11677039,"Antwerp"
"405",0.78,27,25,11687167,"Antwerp"
"406",2.51,18,35,11702316,"Antwerp"
"407",NA,0,180,11749824,"Antwerp"
"408",2.37,4,48,11859199,"Antwerp"
"409",0.65,0,60,11878238,"Antwerp"
"410",3.69,11,107,11898838,"Antwerp"
"411",NA,0,50,11956241,"Antwerp"
"412",NA,0,45,11966187,"Antwerp"
"413",0.19,0,119,12100076,"Antwerp"
"414",0.11,0,110,12111988,"Antwerp"
"415",NA,0,55,12145173,"Antwerp"
"416",1.32,27,60,12215914,"Antwerp"
"417",3.63,5,79,12238423,"Antwerp"
"418",0.3,19,89,12247552,"Antwerp"
"419",0.11,0,99,12267515,"Antwerp"
"420",2.93,4,65,12286985,"Antwerp"
"421",3,30,33,12312880,"Antwerp"
"422",7.37,19,44,12340596,"Antwerp"
"423",0.98,0,79,12353431,"Antwerp"
"424",0.45,0,75,12379083,"Antwerp"
"425",0.69,29,85,12425295,"Antwerp"
"426",1.29,21,95,12443915,"Antwerp"
"427",3.37,26,150,12452412,"Antwerp"
"428",0.04,0,40,12483567,"Antwerp"
"429",0.66,22,99,12509158,"Antwerp"
"430",0.04,0,70,12525953,"Antwerp"
"431",0.94,23,59,12576409,"Antwerp"
"432",0.3,0,68,12599272,"Antwerp"
"433",2.46,29,150,12637515,"Antwerp"
"434",0.18,0,79,12639379,"Antwerp"
"435",1.07,30,55,12646547,"Antwerp"
"436",0.48,20,99,12659772,"Antwerp"
"437",0.13,0,89,12693565,"Antwerp"
"438",NA,0,17,12701774,"Antwerp"
"439",0.07,0,28,12732969,"Antwerp"
"440",0.74,0,59,12734670,"Antwerp"
"441",6.15,18,96,12746696,"Antwerp"
"442",NA,0,85,12749749,"Antwerp"
"443",0.38,20,89,12751138,"Antwerp"
"444",0.53,0,60,12752072,"Antwerp"
"445",0.02,0,60,12825235,"Antwerp"
"446",0.03,19,169,12838033,"Antwerp"
"447",NA,29,199,12839266,"Antwerp"
"448",1.92,0,95,12862721,"Antwerp"
"449",1.83,29,65,12864070,"Antwerp"
"450",0.02,0,19,12901967,"Antwerp"
"451",0.04,0,65,12923914,"Antwerp"
"452",3.94,21,69,12959452,"Antwerp"
"453",1,14,75,12968887,"Antwerp"
"454",NA,0,175,12972435,"Antwerp"
"455",0.45,0,65,13020103,"Antwerp"
"456",6.94,17,100,13027951,"Antwerp"
"457",NA,0,260,13037610,"Antwerp"
"458",NA,0,73,13054112,"Antwerp"
"459",0.43,0,75,13058258,"Antwerp"
"460",1.58,30,46,13098324,"Antwerp"
"461",0.26,0,45,13110845,"Antwerp"
"462",NA,0,90,13138905,"Antwerp"
"463",0.08,0,85,13189346,"Antwerp"
"464",0.03,0,125,13199192,"Antwerp"
"465",NA,0,45,13215436,"Antwerp"
"466",0.26,0,20,13221024,"Antwerp"
"467",0.66,29,65,13263169,"Antwerp"
"468",0.03,0,28,13289664,"Antwerp"
"469",0.89,28,45,13306153,"Antwerp"
"470",0.29,0,75,13336751,"Antwerp"
"471",2.24,29,75,13350400,"Antwerp"
"472",NA,0,80,13354116,"Antwerp"
"473",5.44,0,8900,13357371,"Antwerp"
"474",1.11,4,74,13372879,"Antwerp"
"475",NA,0,60,13384582,"Antwerp"
"476",NA,0,69,13405638,"Antwerp"
"477",NA,0,60,13420404,"Antwerp"
"478",1.23,24,100,13422873,"Antwerp"
"479",5.85,0,58,13423837,"Antwerp"
"480",0.12,24,100,13424343,"Antwerp"
"481",4.66,27,50,13426813,"Antwerp"
"482",2.74,26,165,13427359,"Antwerp"
"483",0.02,0,50,13431851,"Antwerp"
"484",3.58,29,59,13457478,"Antwerp"
"485",0.39,0,55,13463319,"Antwerp"
"486",NA,0,34,13492067,"Antwerp"
"487",0.47,12,50,13502762,"Antwerp"
"488",0.14,0,46,13507479,"Antwerp"
"489",0.14,0,45,13507619,"Antwerp"
"490",1.59,21,35,13527996,"Antwerp"
"491",0.02,0,20,13584722,"Antwerp"
"492",0.07,0,53,13585259,"Antwerp"
"493",0.02,0,75,13595225,"Antwerp"
"494",0.02,0,16,13616722,"Antwerp"
"495",6.94,16,65,13640722,"Antwerp"
"496",1.95,13,85,13665527,"Antwerp"
"497",0.74,0,43,13670107,"Antwerp"
"498",0.35,15,129,13722848,"Antwerp"
"499",0.23,0,45,13729140,"Antwerp"
"500",0.26,0,150,13730684,"Antwerp"
"501",0.49,0,47,13738103,"Antwerp"
"502",0.58,28,115,13799108,"Antwerp"
"503",3.64,29,68,13852131,"Antwerp"
"504",0.02,0,45,13897066,"Antwerp"
"505",0.07,0,50,13897583,"Antwerp"
"506",NA,0,90,13903340,"Antwerp"
"507",0.04,0,65,13937329,"Antwerp"
"508",0.16,0,59,13958377,"Antwerp"
"509",0.07,0,50,13966852,"Antwerp"
"510",3.76,8,119,13971962,"Antwerp"
"511",1.45,0,49,14060986,"Antwerp"
"512",0.39,0,81,14099120,"Antwerp"
"513",0.02,0,60,14116760,"Antwerp"
"514",1.21,0,59,14162292,"Antwerp"
"515",0.25,0,48,14190171,"Antwerp"
"516",0.64,0,60,14191549,"Antwerp"
"517",0.45,30,250,14213309,"Antwerp"
"518",0.36,0,20,14213629,"Antwerp"
"519",0.18,0,100,14242666,"Antwerp"
"520",0.02,0,59,14256879,"Antwerp"
"521",0.48,0,50,14260986,"Antwerp"
"522",0.04,0,75,14270279,"Antwerp"
"523",2.05,0,65,14345431,"Antwerp"
"524",0.12,0,50,14363275,"Antwerp"
"525",1.75,17,34,14399270,"Antwerp"
"526",NA,0,75,14434410,"Antwerp"
"527",5.63,1,55,14527835,"Antwerp"
"528",0.38,0,45,14634076,"Antwerp"
"529",1.31,17,50,14649863,"Antwerp"
"530",0.57,0,118,14780607,"Antwerp"
"531",0.28,28,250,14784214,"Antwerp"
"532",3.45,28,115,14793592,"Antwerp"
"533",4.37,22,55,14798944,"Antwerp"
"534",3.79,29,99,14855524,"Antwerp"
"535",0.05,23,120,14864017,"Antwerp"
"536",0.53,26,305,14897210,"Antwerp"
"537",0.52,25,25,14905174,"Antwerp"
"538",0.44,28,73,14975438,"Antwerp"
"539",0.33,0,42,15064461,"Antwerp"
"540",1.12,0,15,15076348,"Antwerp"
"541",0.97,26,225,15095367,"Antwerp"
"542",2.19,0,162,15122446,"Antwerp"
"543",0.62,0,60,15187966,"Antwerp"
"544",0.83,29,45,15270962,"Antwerp"
"545",0.88,27,89,15280340,"Antwerp"
"546",0.89,28,43,15292817,"Antwerp"
"547",0.17,0,31,15341072,"Antwerp"
"548",5.29,20,53,15349356,"Antwerp"
"549",0.59,0,60,15354236,"Antwerp"
"550",3.06,29,120,15371998,"Antwerp"
"551",0.25,29,90,15419781,"Antwerp"
"552",0.61,0,40,15434413,"Antwerp"
"553",0.08,18,130,15464986,"Antwerp"
"554",0.32,18,35,15467146,"Antwerp"
"555",2.5,14,52,15520735,"Antwerp"
"556",0.2,28,46,15533623,"Antwerp"
"557",2.26,0,39,15559101,"Antwerp"
"558",0.76,0,90,15577130,"Antwerp"
"559",0.35,1,65,15650986,"Antwerp"
"560",0.3,0,100,15657753,"Antwerp"
"561",0.47,7,85,15715672,"Antwerp"
"562",0.02,0,65,15751126,"Antwerp"
"563",0.14,15,155,15763164,"Antwerp"
"564",0.12,12,125,15768383,"Antwerp"
"565",0.05,13,155,15779315,"Antwerp"
"566",0.14,0,60,15780207,"Antwerp"
"567",0.13,0,63,15784571,"Antwerp"
"568",0.13,17,155,15784931,"Antwerp"
"569",NA,11,125,15794519,"Antwerp"
"570",0.81,29,99,15808837,"Antwerp"
"571",1.3,27,39,15853340,"Antwerp"
"572",3.98,21,65,15855343,"Antwerp"
"573",0.3,0,47,15878210,"Antwerp"
"574",0.07,0,50,15880792,"Antwerp"
"575",1.28,15,100,15899585,"Antwerp"
"576",0.14,27,60,15929001,"Antwerp"
"577",2.14,30,59,15949936,"Antwerp"
"578",1.64,30,99,15952890,"Antwerp"
"579",0.42,0,45,15978353,"Antwerp"
"580",0.11,0,100,16012017,"Antwerp"
"581",0.9,0,40,16013999,"Antwerp"
"582",NA,0,60,16018831,"Antwerp"
"583",0.9,24,99,16036168,"Antwerp"
"584",2.92,2,40,16036573,"Antwerp"
"585",0.44,0,55,16040670,"Antwerp"
"586",1.99,19,99,16096485,"Antwerp"
"587",6.84,28,60,16107337,"Antwerp"
"588",0.42,29,75,16167667,"Antwerp"
"589",5.01,17,80,16228171,"Antwerp"
"590",4.34,24,60,16238598,"Antwerp"
"591",0.28,0,25,16254424,"Antwerp"
"592",1,0,55,16269392,"Antwerp"
"593",6.39,24,49,16271484,"Antwerp"
"594",1.26,19,150,16291478,"Antwerp"
"595",6.02,28,59,16299596,"Antwerp"
"596",0.59,0,69,16317800,"Antwerp"
"597",0.57,0,110,16324282,"Antwerp"
"598",0.2,0,75,16370797,"Antwerp"
"599",0.53,0,59,16422012,"Antwerp"
"600",0.12,0,56,16424246,"Antwerp"
"601",3.04,27,109,16518122,"Antwerp"
"602",1.32,30,27,16546399,"Antwerp"
"603",NA,0,100,16564530,"Antwerp"
"604",1.59,25,55,16574735,"Antwerp"
"605",0.73,18,95,16610326,"Antwerp"
"606",1.14,27,85,16612557,"Antwerp"
"607",1.89,0,65,16624699,"Antwerp"
"608",0.93,20,140,16630701,"Antwerp"
"609",0.06,16,149,16646044,"Antwerp"
"610",0.4,0,75,16671362,"Antwerp"
"611",1.86,21,58,16682067,"Antwerp"
"612",0.59,21,120,16700193,"Antwerp"
